domain,status,label,detail,timestamp
scifi.com,benign,-,域名解析信息显示其为合法媒体平台SYFY的官方网站，无恶意行为迹象，且DGA检测结果为良性。,2025-08-14 11:37:07
orpha.net,benign,-,域名解析记录显示其长期稳定使用，且解析目标为合法IP地址，未发现明显异常或恶意行为，SSL证书正常，DGA检测结果为合法。,2025-08-14 11:37:54
win-rar.com,malicious,钓鱼网站,域名与WinRAR官方域名高度相似，存在诱导用户访问仿冒网站窃取信息的钓鱼风险，且网站无法正常访问可能被恶意控制。,2025-08-14 11:39:23
moleskine.com,benign,-,域名属于合法品牌官网，无恶意内容，基础设施稳定且使用正规CDN服务，DGA检测结果为良性。,2025-08-14 11:40:33
uplandsoftware.com,benign,-,域名通过DGA检测且SSL证书查询失败可能为网络问题，IP分布显示长期稳定服务器，Sucuri防火墙拦截为正常防御行为，无明确恶意特征。,2025-08-14 11:42:38
livescore.com,benign,-,域名符合体育比分类网站特征，IP分布合理且托管于主流云服务提供商，DGA检测结果为合法，无明确恶意行为证据。,2025-08-14 11:43:45
intertek.com,benign,-,域名属于知名第三方检测认证机构Intertek，DGA检测结果为良性，且无明确恶意行为特征,2025-08-14 11:45:21
asahi.co.jp,benign,-,域名属于合法媒体机构朝日放送，网站内容为正规新闻资讯及公司信息，无恶意行为特征，SSL证书问题为配置异常而非安全威胁。,2025-08-14 11:46:47
clickbank.com,benign,-,域名基础设施符合正常业务特征，未发现恶意行为证据，DGA检测结果为合法且解析信息无异常,2025-08-14 11:47:55
rarible.com,benign,-,域名rarible.com为知名NFT交易平台，其基础设施使用Cloudflare和DigitalOcean托管，SSL证书由Let's Encrypt签发，无明显恶意行为特征。,2025-08-14 11:48:57
activerain.com,benign,-,域名用于合法的房地产专业社区平台，DNS配置符合正常业务需求，DGA检测结果为合法且无明确恶意行为证据。,2025-08-14 11:50:46
isu.edu,benign,-,域名属于爱达荷州立大学官方网站，DGA检测结果为合法，且无明确恶意行为特征。,2025-08-14 11:51:55
dailypost.ng,benign,-,域名通过DGA检测，DNS配置合理且具备完善的邮件安全机制，网站内容为合法新闻媒体服务，无明确恶意行为证据。,2025-08-14 11:52:59
warthunder.com,benign,-,域名属于合法的军事题材游戏平台，DGA检测结果为良性，DNS记录指向AWS等主流服务，SSL证书有效且无恶意行为迹象。,2025-08-14 11:54:18
sj-r.com,benign,-,域名解析涉及多个云服务提供商（如Amazon、Rackspace等），且DGA检测结果为legit，未发现明显恶意行为特征。SSL证书信息正常，无直接安全风险。,2025-08-14 11:55:41
finaid.org,benign,-,域名历史虽存在IP变更，但当前托管环境可信（AWS），SSL证书正常，网站内容为合法教育平台且无恶意行为迹象。,2025-08-14 11:56:53
bank.gov.ua,benign,-,域名由乌克兰国家银行官方托管，用于发布政府职能信息，DNS记录和网站内容均无异常，未发现恶意行为证据。,2025-08-14 11:58:07
internations.org,benign,-,域名属于合法国际社交平台InterNations，网络架构复杂但符合全球负载均衡设计，DGA检测结果为良性，无明确恶意行为特征。,2025-08-14 11:59:59
astro.com,benign,-,域名注册时间长且SSL证书合法，无明确恶意行为证据，DNSSEC缺失和历史NS记录异常属于潜在风险但未直接指向恶意行为。,2025-08-14 12:01:24
ku6.com,benign,-,域名当前无明显恶意特征，SSL证书有效，DNS解析正常且指向可信运营商，502错误为技术问题非安全风险，且为知名视频网站,2025-08-14 12:03:26
kir.jp,benign,-,域名存在大量子域名且使用合法SSL证书，DGA检测结果为良性，无法访问可能由DNS配置或网络问题导致，无明确恶意行为证据。,2025-08-14 12:04:54
emol.com,benign,-,域名emol.com为智利合法新闻媒体网站，解析记录显示其使用CDN和负载均衡服务，DGA检测结果为legit，无恶意行为特征。,2025-08-14 12:06:21
bwin.com,benign,-,域名解析信息显示为合法商业网站（如cdn、promos子域名），DGA检测结果为legit，无明确恶意行为特征。,2025-08-14 12:08:04
bruegel.org,benign,-,域名属于合法国际智库Bruegel，无恶意行为证据，DNS记录变更属正常托管调整，网站用途为非营利学术研究。,2025-08-14 12:09:36
3dprint.com,benign,-,域名3dprint.com的IP记录显示使用了多个合法托管商和CDN服务，SSL证书信息虽存在时间异常，但未发现明确恶意行为，且网站返回的403错误可能为配置问题而非恶意活动。,2025-08-14 12:11:03
name.com,benign,-,域名配置完善且无恶意行为迹象，SSL证书由可信机构颁发，DNS记录完整，网站内容为合法商业服务，未发现钓鱼、恶意软件分发等风险。,2025-08-14 12:13:00
hansard.parliament.uk,benign,-,域名属于英国议会官方机构，注册信息可信，DNS配置正常，SSL证书有效，无恶意行为证据。,2025-08-14 12:14:08
navarra.es,benign,-,域名属于西班牙纳瓦拉自治区政府，解析记录显示其用于合法公共服务（如教育、税务），且网络归属为政府机构ASN，未发现明确恶意行为证据。,2025-08-14 12:15:23
miragenews.com,benign,-,域名使用Cloudflare进行DNS和CDN服务，SSL证书有效且由可信CA颁发，DGA检测结果为合法，无明显恶意行为迹象。,2025-08-14 12:16:48
pedestrian.tv,benign,-,域名使用正规云服务提供商（亚马逊、Cloudflare）和合规SSL证书（Let's Encrypt），无DGA特征，访问限制问题属于配置或安全策略范畴，未发现明确恶意行为证据。,2025-08-14 12:18:57
pixiesintheforest-guide.com,benign,-,域名无直接恶意特征，如黑名单IP、异常证书或DGA行为，尽管存在Whois信息缺失和Cloudflare托管等可疑点，但未发现明确恶意行为证据。,2025-08-14 12:20:32
filedropper.com,benign,-,域名用于合法文件托管服务，DGA检测为良性，SSL证书由正规机构颁发，IP分布符合CDN和托管商正常配置，无明确恶意行为证据。,2025-08-14 12:22:11
storytel.com,benign,-,域名未通过DGA检测，且解析信息中的异常（如SSL证书问题、DNS集中化）可能由正常业务配置或技术问题导致，无明确恶意行为证据。,2025-08-14 12:24:24
kawasaki.com,benign,-,域名属于川崎重工官方或授权经销商，使用合法SSL证书及CDN服务，无恶意行为迹象。,2025-08-14 12:25:40
ap.gov.in,benign,-,域名属于印度安得拉邦政府官方机构，DGA检测结果为合法，无恶意行为特征，SSL证书过期属于配置问题而非恶意行为,2025-08-14 12:28:41
mostbet-uz-24.com,benign,-,域名虽存在隐私保护、注册时间短等异常特征，但DGA检测结果为legit，且无明确恶意行为证据（如C2通信、钓鱼等），综合判断为良性域名。,2025-08-14 12:29:46
noradsanta.org,benign,-,域名由北美航空航天防御司令部（NORAD）官方运营，用于圣诞节期间的娱乐互动活动，无恶意目的且解析信息符合正常运维特征。,2025-08-14 12:31:27
itb.ac.id,benign,-,域名属于印尼万隆理工学院官方教育机构，主机分布、网络基础设施及网站内容均符合正规高校特征，无恶意行为证据。,2025-08-14 12:33:19
holidaycheck.de,benign,-,域名解析信息、SSL证书及IP分布均符合正常业务特征，无恶意行为迹象。,2025-08-14 12:35:20
floridapolitics.com,benign,-,域名无明显恶意特征，DGA检测为合法，网站内容与佛罗里达州政治相关且无恶意行为证据，安全风险属于正常防护机制范畴。,2025-08-14 12:36:45
quotefancy.com,benign,-,域名无DGA行为，SSL证书由Let's Encrypt签发且覆盖主域名及子域名，基础设施使用Cloudflare和AWS等合法服务，网站内容为免费壁纸与语录分享，无明确恶意行为证据。,2025-08-14 12:38:04
iiss.org,benign,-,域名DNS配置符合常见业务场景（如CDN负载均衡），SSL证书状态需进一步验证但无明确恶意证据，网站功能依赖性风险为常规技术配置范畴，未发现明确恶意行为特征。,2025-08-14 12:39:27
phoenix.edu,benign,-,域名属于美国凤凰城大学，网络资产分布合理，DGA检测结果为良性，网站内容正规且无明显恶意行为迹象。,2025-08-14 12:41:29
classcentral.com,benign,-,域名解析配置复杂性和IP变更属于正常业务运营范畴，SSL证书查询失败可能由网络环境导致，网站内容分析指向教育类平台且无明确恶意行为证据，DGA检测结果为legit，综合判断为良性域名。,2025-08-14 12:42:32
hechingerreport.org,benign,-,域名属于合法非营利教育媒体，内容无恶意行为且SSL证书与托管商配置符合正常业务需求。,2025-08-14 12:43:52
aerlingus.com,benign,-,域名使用正规CDN和云服务，基础设施分布合理，无明确恶意行为迹象，DGA检测结果为良性。,2025-08-14 12:45:33
suomi-casinos.com,malicious,"赌博网站, 隐私隐藏, 合法性存疑",域名存在Whois信息缺失、SSL证书未生效、Cloudflare隐藏真实服务器等异常特征，且网站未明确展示合法资质，涉嫌非法赌博及隐私隐藏行为。,2025-08-14 12:47:32
onlineslot-nodeposit.com,benign,-,域名使用主流CDN服务（Cloudflare/Amazon）且DNS记录分布正常，DGA检测结果为合法，未发现明确恶意特征。SSL证书查询失败可能由网络或配置问题导致，需进一步验证，但当前信息不足以判定恶意行为。,2025-08-14 12:49:01
graziamagazine.com,malicious,C2服务器,DGA检测结果为dga，且存在异常IP记录及DNS服务商频繁变更，结合403错误可能暴露的配置风险，推断存在恶意行为,2025-08-14 12:50:53
niadd.com,benign,-,域名解析配置合理且符合UGC平台特征，DGA检测结果为良性，未发现明确恶意行为特征。,2025-08-14 12:51:58
gbatemp.net,benign,-,gbatemp.net为正常游戏社区网站，DNS解析记录合法，CDN配置合理，无DGA恶意特征，内容风险属于运营范畴而非域名本身恶意行为,2025-08-14 12:53:44
mahidol.ac.th,benign,-,域名属于泰国玛希隆大学官方教育机构，网络架构复杂且服务多样，SSL证书有效，未发现恶意行为或异常配置,2025-08-14 12:55:25
fogadas-sport.com,malicious,非法赌博网站,域名 'fogadas-sport.com' 涉及非法赌博活动，且存在注册信息不完整、SSL证书未生效等异常点，结合Cloudflare拦截行为及潜在隐私风险，判断为恶意域名。,2025-08-14 12:57:27
u-szeged.hu,benign,-,域名属于匈牙利塞格德大学官方平台，DGA检测结果为合法，子域名分布符合教育机构特征，无明确恶意行为证据。,2025-08-14 12:59:06
bookfinder.com,benign,-,域名bookfinder.com的SSL证书由Amazon颁发，IP地址主要托管于Amazon和Cloudflare，无明显恶意行为特征，且DGA检测结果为合法域名。,2025-08-14 13:00:33
yamanashi.jp,malicious,钓鱼网站,域名信息不完整、DNS和SSL配置异常，存在隐藏真实注册者信息及潜在恶意注册风险，可能用于网络钓鱼或虚假信息传播。,2025-08-14 13:06:47
matkafasi.com,benign,-,域名已稳定运行十年，SSL证书有效，网站为合法学术问答平台，无明确恶意行为证据。,2025-08-14 13:08:12
fishersci.com,benign,-,域名属于正规企业Fisher Scientific的B2B电商平台，DGA检测结果为良性，SSL证书有效且基础设施分布符合多供应商托管的正常情况，未发现明确恶意行为特征。,2025-08-14 13:09:39
bukkit.org,benign,-,域名bukkit.org为合法Minecraft社区论坛，SSL证书可信，DNS记录正常，虽存在插件安全风险但属用户上传内容，非域名本身恶意行为。,2025-08-14 13:11:34
boell.org,benign,-,域名属于合法公益组织，无恶意行为迹象，SSL证书时间异常可能为数据标注错误，未发现安全威胁,2025-08-14 13:13:03
modoo.at,benign,-,域名解析活动与SSL证书部署时间吻合，未发现明显恶意行为特征，且DGA检测结果为legit。,2025-08-14 13:14:17
tubefilter.com,benign,-,域名解析记录显示长期正常托管服务变更，DGA检测结果为良性，网站被防火墙拦截原因为防御恶意爬虫攻击而非自身恶意行为,2025-08-14 13:15:44
zimbra.com,benign,-,域名属于合法企业服务网站，基础设施托管于可信云服务商，无恶意活动迹象，用途明确且符合商业软件提供商特征。,2025-08-14 13:17:22
80w19v.cn,malicious,"垃圾邮件, 钓鱼网站",注册信息地域不匹配、历史DNS异常、SSL证书未生效、DNSSEC未启用及404页面风险共同指向潜在恶意行为。,2025-08-14 13:18:19
com-certify.info,malicious,"钓鱼网站, 欺诈行为",域名通过SSL证书伪装知名品牌子域名、存在Whois信息缺失及DNS解析异常，且域名命名暗示认证服务但未关联合法实体，高度疑似钓鱼或仿冒服务。,2025-08-14 13:19:35
cyan-otter.static.domains,malicious,隐蔽活动,域名注册信息缺失、DNS集中于Cloudflare且无历史记录、SSL证书异常，存在隐藏真实基础设施和短期恶意用途的高风险。,2025-08-14 13:20:28
g5c8-casefb758467.vercel.app,benign,-,域名解析IP归属合法基础设施，DGA检测结果为良性，无明确恶意行为证据，但需持续监控其动态行为。,2025-08-14 13:21:16
microsoft-login.praetoria.fr,malicious,钓鱼网站,域名伪装微软官方登录页面，SSL证书异常，DNS和Whois信息隐藏，网站缺乏HTTPS加密及多因素认证，存在高度钓鱼攻击风险。,2025-08-14 13:23:19
trezor-x.com,malicious,钓鱼网站,域名刚注册且DNS解析异常，注册信息可疑，与知名品牌Trezor高度相似，存在品牌混淆和潜在钓鱼风险。,2025-08-14 13:24:30
face-book-login.vercel.app,malicious,钓鱼网站,域名高度模仿Facebook且未启用SSL，结合DNS异常解析及Whois信息缺失，存在明显钓鱼攻击特征。,2025-08-14 13:25:13
trezor.en-safewallets.com,malicious,钓鱼网站,域名存在注册信息遮蔽、DNS解析异常、SSL证书与解析状态不一致、仿冒知名品牌Trezor等高风险特征，高度疑似钓鱼网站。,2025-08-14 13:26:14
batallkan-cc-dgbs.vercel.app,malicious,钓鱼网站,域名信息高度隐蔽，DNS解析异常且SSL证书缺失，结合网站无法访问的特征，存在伪装和恶意活动的高风险。,2025-08-14 13:27:09
e5j2-casefb749121.vercel.app,malicious,潜在恶意用途,域名存在Whois信息缺失、IP归属异常（指向Twitter而非Vercel服务器）、无SSL证书及历史DNS记录，且网站无法访问，综合判断存在隐蔽性及恶意行为风险。,2025-08-14 13:28:43
fir-ashen.vercel.app,malicious,C2服务器,域名存在Whois信息缺失、异常IP归属、SSL证书缺失及DNS解析异常等多风险点，可能用于隐蔽通信或分散流量的恶意活动。,2025-08-14 13:30:10
facbook-i4va.vercel.app,malicious,钓鱼网站,域名存在明显拼写错误（facbook→facebook），Whois信息缺失，SSL证书异常，历史DNS记录分散且指向Facebook IP，高度疑似仿冒Facebook的钓鱼网站。,2025-08-14 13:31:19
v1-ledgerlive.netlify.app,benign,-,域名由Netlify托管且DGA检测为合法，尽管存在Whois信息缺失、SSL证书缺失及IP地址异常等潜在风险，但未发现明确恶意行为证据，404页面可能为正常访问错误而非恶意伪装。,2025-08-14 13:32:28
5bet988.com,benign,-,尽管存在DNS频繁变更和SSL证书时间异常等潜在风险，但无直接证据表明该域名涉及恶意行为，且DGA检测结果为合法，网站内容缺失可能为未正式上线或配置问题。,2025-08-14 13:33:40
dbsscrddd.cppsupport.help,malicious,"钓鱼网站, 恶意软件分发, 僵尸网络",域名存在注册信息隐藏、异常域名状态、无法访问的网站内容及可疑子域名结构，高度疑似用于钓鱼攻击和恶意活动。,2025-08-14 13:35:07
et8z-casefb691430.vercel.app,benign,-,域名虽存在Whois信息缺失、SSL证书缺失及DNS解析异常等可疑点，但DGA检测结果为合法，且属于Vercel平台子域名，可能为开发测试用途，无明确恶意行为证据。,2025-08-14 13:36:26
id-handel-mobile-de.aklawfirm.net,malicious,"钓鱼网站,C2服务器",域名存在SSL证书异常、地理位置不一致、注册信息可疑、历史记录缺失及未配置有效网站内容等多风险特征，高度疑似用于隐蔽的恶意活动。,2025-08-14 13:37:47
usataxirs.us,malicious,钓鱼网站,域名注册信息矛盾（印度地址与美国州名冲突），DNS解析异常且使用Cloudflare隐藏真实服务器，域名拼写与合法出租车服务相似，存在伪装正规服务诱导用户输入敏感信息的高风险。,2025-08-14 13:39:04
allegro.pl-oferta0175291.icu,malicious,钓鱼网站,域名结构仿冒知名电商平台allegro.pl，使用高风险后缀.icu，结合DNS解析异常、隐私信息隐藏及时间矛盾等异常特征，高度疑似钓鱼攻击。,2025-08-14 13:40:11
coinbase-chrome-extnsion.typedream.app,malicious,钓鱼网站,域名伪装Coinbase官方扩展，存在拼写错误，Whois信息缺失，SSL证书异常，且Cloudflare IP集中可能隐藏真实服务器，综合判断为钓鱼网站。,2025-08-14 13:41:11
en-coinbasee-wallet.typedream.app,malicious,钓鱼网站,域名拼写高度模仿Coinbase官方钱包（含拼写错误），Whois信息缺失，SSL证书无法验证，且DNS解析异常（直接指向Cloudflare IP无CNAME记录），存在明显仿冒和钓鱼攻击风险。,2025-08-14 13:42:39
system-notif-17559008666.vercel.app,malicious,C2服务器,域名存在IP轮换、SSL证书异常、Whois信息缺失及随机数字生成的可疑结构，符合恶意C2服务器特征。,2025-08-14 13:44:05
delightful-thanks-497239.framer.app,malicious,钓鱼网站,域名存在Whois信息缺失、DNS解析失败、无历史记录及SSL异常等高风险特征，且网站无法访问，符合恶意域名行为模式。,2025-08-14 13:45:05
gdryuioutryuiotey567iouoiwe45yiykjherytfyu.pages.dev,malicious,钓鱼网站,域名包含大量随机字符且Whois信息缺失，Cloudflare标记为疑似钓鱼网站，存在诱导用户输入敏感信息的高风险。,2025-08-14 13:46:49
web.telegraml-tg.cc,malicious,钓鱼网站,域名结构与Telegram官方域名高度相似但后缀异常，存在时间伪造、DNS解析失败、SSL证书缺失等多处异常，且被标记为潜在钓鱼风险。,2025-08-14 13:47:45
allegro.pl-kategoria1781528915289.shop,malicious,钓鱼网站,域名结构模仿波兰知名电商平台allegro.pl，结合Whois信息缺失、DNS解析异常及SSL证书缺失等特征，高度疑似恶意仿冒用于钓鱼攻击。,2025-08-14 13:49:23
allegro.pl-kategorie781238718723781233.shop,malicious,钓鱼网站,域名注册信息缺失、地理位置矛盾、依赖Cloudflare隐藏真实服务器、无SSL证书且近期频繁更新解析记录，存在高隐蔽性及潜在钓鱼风险。,2025-08-14 13:50:56
allegro.pl-oferta243790.icu,malicious,"钓鱼网站, 垃圾邮件",域名短期注册且频繁变更、隐私保护隐藏真实信息、DNS解析异常及无法访问的网站内容，高度疑似仿冒allegro.pl进行钓鱼攻击或恶意活动。,2025-08-14 13:52:00
allegro.pl-oferta27384296.sbs,malicious,钓鱼网站,域名结构异常、DNS解析失败、历史记录显示NXDOMAIN、缺乏SSL证书及隐私信息隐藏，高度疑似仿冒allegro.pl的钓鱼网站。,2025-08-14 13:52:50
allegro.pl-oferta548295.shop,malicious,钓鱼网站,域名存在注册信息缺失、DNS解析异常、SSL证书缺失及伪装官方促销页面的特征，高度疑似钓鱼网站。,2025-08-14 13:54:22
allegro.pl-oferta5832610.cfd,malicious,"钓鱼网站, 恶意软件分发",域名存在serverHold状态、隐私保护隐藏信息、DNS解析异常、无SSL证书及注册时间矛盾等高风险特征，且域名结构模仿合法电商平台allegro.pl，符合钓鱼网站伪装特征。,2025-08-14 13:55:50
knewlog.cn,malicious,钓鱼网站,域名存在SSL证书不匹配、新注册短生命周期、个人邮箱注册、指向可疑IP及无法访问网站等多风险特征，高度疑似用于钓鱼攻击。,2025-08-14 13:56:57
specjalny2750.shop,malicious,钓鱼网站,域名信息隐蔽、DNS解析异常且历史记录矛盾，结合无法访问的网站内容及.shop域名常见恶意用途，高度疑似钓鱼网站。,2025-08-14 13:58:09
coinbaseext-wallet.typedream.app,malicious,钓鱼网站,域名存在Whois信息缺失、SSL证书缺失、Cloudflare异常IP、仿冒Coinbase结构及被动DNS记录为空等高风险特征，且被Cloudflare标记为疑似钓鱼网站。,2025-08-14 13:58:59
conexiondigitalve.pro,malicious,钓鱼网站,域名存在Whois信息缺失、DNS解析异常、SSL证书时间异常及无法访问网站内容等多风险特征，高度疑似恶意用途。,2025-08-14 14:00:33
fnsnbnkqenbbsvrus.duckdns.org,malicious,C2服务器,域名存在Whois信息缺失、DNS解析异常、无历史记录、未来有效SSL证书及使用公共DNS服务等高风险特征，且网站连接被本地安全软件中断，高度疑似恶意C2服务器。,2025-08-14 14:01:38
kewaowieurdff.weebly.com,benign,-,主域名weebly.com为合法注册且状态正常，子域名虽存在SSL缺失及异常命名，但无直接恶意特征，更多为配置疏漏或测试用途。,2025-08-14 14:02:36
login-screen-107415.weeblysite.com,malicious,钓鱼网站,域名存在强制锁定、注册信息隐蔽、非官方Weebly域名解析、SSL证书缺失及历史DNS记录异常等高风险特征，结合Cloudflare拦截事件，高度疑似仿冒或钓鱼行为。,2025-08-14 14:03:31
numerous-influence-371818.framer.app,malicious,"钓鱼网站, C2服务器",域名存在Whois信息缺失、DNS解析异常、无SSL证书及历史记录空白等高风险特征，且当前未配置有效网站内容，高度疑似被用于隐蔽恶意活动或后续恶意利用。,2025-08-14 14:04:36
optionwahlen.com,benign,-,域名虽存在隐私保护、新注册及DNS解析异常等可疑特征，但无直接证据表明其涉及恶意行为，且SSL证书正常，DGA检测结果为良性。,2025-08-14 14:05:33
www.id-handel.mobile.corporatecompaniesvideo.info,benign,-,域名虽存在Whois信息缺失、结构复杂等可疑特征，但SSL证书正常，IP无公开恶意记录，且网站触发WAF错误可能反映合法防护措施，暂无明确恶意证据。,2025-08-14 14:06:35
allegro.pl-kategoria487295174629.shop,malicious,钓鱼网站,域名注册信息不完整且包含随机数字组合，依赖Cloudflare中转隐藏真实服务器，缺乏SSL证书，并涉嫌仿冒波兰知名电商平台'allegro'进行品牌仿冒，高度疑似钓鱼网站。,2025-08-14 14:08:48
apps-kucoin-en-apps.webflow.io,malicious,钓鱼网站,子域名关联加密货币交易所KuCoin但Webflow官方业务无关，SSL证书缺失，DNS配置异常集中，历史记录显示近期频繁更新，且当前显示404页面可能存在被滥用风险。,2025-08-14 14:10:11
doc-trazeer-cdnen-us.webflow.io,benign,-,域名解析指向合法CDN服务，DGA检测结果为legit，无明确恶意特征，404页面可能为网站未启用或配置错误，未发现SSL证书缺失导致的直接安全风险。,2025-08-14 15:01:31
itrusttxcapitallogin.webflow.io,benign,-,当前域名未检测到恶意内容，SSL证书缺失和异常命名可能为配置未完成或合法服务暂未启用，需持续监控但无明确恶意证据。,2025-08-14 15:02:46
my--app--itrustcapital-com--cdn-auth.webflow.io,benign,-,域名虽存在子域名结构异常、SSL证书缺失及解析集中等可疑特征，但DGA检测结果为合法，且当前网站显示404错误可能为测试或临时状态，未发现明确恶意行为证据。,2025-08-14 15:03:47
sso----i-trustcapital-com-autth.webflow.io,benign,-,域名未发现明确恶意特征，DGA检测结果为合法，注册信息公开且无异常，尽管存在DNS解析异常和404页面，但暂无足够证据指向恶意行为。,2025-08-14 15:04:38
sso--i-trustcapital----com-help.webflow.io,malicious,钓鱼网站,域名存在异常子域名命名、SSL证书异常及404页面风险，可能被用于钓鱼攻击或隐藏非法内容。,2025-08-14 15:06:08
www-mrelay-jour.com,malicious,"垃圾邮件, C2服务器",域名存在注册信息隐藏、非主流DNS服务、短期IP关联及DGA特征，且SSL证书有效期短，符合恶意域名行为模式。,2025-08-14 15:07:22
bafybeifrqfpe6udsri5dvupogp4v25v5rrscrekyrkpfy62nmhxy2jyizu.ipfs.dweb.link,benign,-,域名与IPFS项目关联且解析至Meta服务器，虽存在隐私保护及SSL异常，但无明确恶意行为证据，更倾向合法去中心化服务。,2025-08-14 15:08:36
fbopx.tahory.site,malicious,"钓鱼网站,C2服务器",域名存在解析异常、隐私信息隐藏、状态锁定及SSL不可达等高风险特征，且无法访问的域名可能被用于隐藏真实用途，存在恶意行为嫌疑。,2025-08-14 15:10:03
flaky-rose-zo1a2c6s16-9c77iwi0z1.edgeone.app,malicious,"垃圾邮件, C2服务器",域名存在Whois信息缺失、IP分布异常、CNAME记录可疑、无历史DNS记录及SSL证书异常等高风险特征，可能被用于垃圾邮件或作为恶意通信的C2服务器。,2025-08-14 15:11:35
frontier-10523798001.weeblysite.com,benign,-,域名虽存在注册信息隐藏、SSL缺失等可疑特征，但DGA检测结果为合法，且无明确恶意行为证据（如钓鱼、C2服务器等），综合判断为良性网站。,2025-08-14 15:13:06
higgionwolf12.weebly.com,benign,-,域名属于合法网站构建平台Weebly，触发Cloudflare安全机制为正常防护行为，无直接恶意证据。,2025-08-14 15:14:08
layanan-sanggahan.vercel.app,benign,-,域名虽存在Whois信息缺失、无SSL证书等异常特征，但DGA检测结果为合法，IP归属合法云服务商，且无直接恶意行为证据，可能为新域名或隐私保护导致的正常情况。,2025-08-14 15:15:24
letufchd6-dsfjs0kfi.pages.dev,malicious,钓鱼网站,域名存在Whois信息缺失、DNS解析高度集中于CDN、无历史解析记录、SSL证书不可达等隐蔽性特征，且被Cloudflare标记为疑似钓鱼网站，存在诱导用户输入敏感信息的高风险。,2025-08-14 15:16:44
mon-espace-suivi-relay.com,malicious,"钓鱼网站, 垃圾邮件",域名存在隐私信息隐藏、新注册无历史记录、SSL证书缺失及IP地理位置异常等多项可疑特征，且当前显示404错误页面可能用于隐藏真实恶意内容。,2025-08-14 15:17:48
mondialrelaycreneaux.info,benign,-,域名虽存在Whois信息缺失和DNS异常关联等可疑点，但网站内容分析显示其为Plesk官方托管服务页面，且DGA检测结果为合法，未发现明确恶意行为证据。,2025-08-14 15:19:11
netflix-support-pt.com,malicious,钓鱼网站,域名高度仿冒Netflix官方品牌，注册信息隐私隐藏，短期注册且状态异常，DNS解析指向无关联IP，结合DGA检测结果，存在明显钓鱼攻击特征。,2025-08-14 15:20:10
start--ios--trezre.webflow.io,benign,-,域名由可信注册商注册，DNS解析正常且无恶意特征，当前404状态可能为新站点或内容调整，未发现明确恶意行为证据。,2025-08-14 15:21:07
subsidies-gov-uk.xin,malicious,钓鱼网站,域名伪装成英国政府网站（含gov-uk关键词），使用中国顶级域.xin，存在仿冒政府网站嫌疑，且Whois信息缺失、DNS解析异常、域名状态锁定等风险特征高度吻合钓鱼攻击行为。,2025-08-14 15:22:21
treezzriostars.webflow.io,malicious,隐藏的恶意活动,子域名异常、SSL证书缺失、DNS地理位置矛盾及404页面可能隐藏恶意行为，存在未授权使用或隐藏的恶意活动风险。,2025-08-14 15:23:34
web.telegramr-tg.cc,malicious,钓鱼网站,域名存在隐私信息隐藏、DNS解析异常、无历史记录等可疑特征，且名称结构与Telegram官方域名高度相似，使用非官方.cc后缀，高度疑似仿冒Telegram的钓鱼网站。,2025-08-14 15:25:11
www.netflix-support-pt.com,malicious,钓鱼网站,域名高度仿冒Netflix官方支持页面，结合隐私化注册信息、新注册特征及潜在诱导用户输入敏感信息的行为，存在明显钓鱼攻击嫌疑。,2025-08-14 15:26:40
admin.rbregularizacao.com,benign,-,域名存在Whois信息缺失、SSL证书时间异常等可疑特征，但无直接恶意证据，网站启用WAF可能为正常安全配置，综合判断暂无法确认恶意行为。,2025-08-14 15:27:55
allegro.pl-kategoria81924124871468.sbs,malicious,"钓鱼网站, 恶意软件分发",域名包含长数字序列和非标准顶级域，存在仿冒Allegro电商平台的嫌疑，DNS解析异常且无SSL证书，历史记录显示NXDOMAIN和域名锁定状态，高度疑似恶意钓鱼及恶意软件分发行为。,2025-08-14 15:29:32
bybit--authlogink.webflow.io,benign,-,域名由可信注册商注册且CDN服务正常，无明确恶意行为证据，当前404页面可能为新域名或维护状态。,2025-08-14 15:30:56
bybit--n--bybit.webflow.io,benign,-,域名注册信息合规且长期稳定，无直接恶意证据，404页面可能为正常内容缺失，未发现明显异常行为。,2025-08-14 15:32:19
drs-creneau.com,malicious,"隐蔽服务器位置, 隐私信息隐藏",NS服务器位于异常地理位置（如Bouvet Island）且域名启用隐私保护，结合DNS解析异常，存在隐蔽真实服务器和隐藏恶意行为的高风险。,2025-08-14 15:33:31
evri.psocyefs.live,malicious,"钓鱼网站, 恶意软件分发",域名通过DGA检测、存在SSL证书矛盾、无法解析且包含无意义字符组合，符合恶意域名特征。,2025-08-14 16:56:09
evri.psocyegc.live,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息缺失、DNS解析异常、SSL证书与实际服务不匹配等高风险特征，且历史记录显示频繁NXDOMAIN，符合恶意域名行为模式。,2025-08-14 16:57:22
h-elp--content-ledgr.webflow.io,benign,-,当前信息未发现明显恶意特征，DNS解析异常和SSL证书缺失可能为配置问题，网站显示404页面可能为未启用或测试环境，无直接恶意证据。,2025-08-14 16:58:18
hs2n7.carrote-orange.network,malicious,"C2服务器, 僵尸网络",DGA检测阳性且存在Whois信息缺失、DNS解析异常及SSL证书查询失败等高风险特征，符合恶意域名行为模式。,2025-08-14 16:59:22
